file,speaker,label
12432.wav,Barack Obama,bona-fide
12433.wav,Ayn Rand,bona-fide
12434.wav,Winston Churchill,bona-fide
12435.wav,Ayn Rand,bona-fide
12438.wav,Alexandria Ocasio-Cortez,bona-fide
12441.wav,Donald Trump,bona-fide
12442.wav,Barack Obama,bona-fide
12443.wav,Barack Obama,bona-fide
12445.wav,Ronald Reagan,bona-fide
12446.wav,Lyndon Johnson,bona-fide
12448.wav,Ayn Rand,bona-fide
12450.wav,Kamala Harris,bona-fide
12451.wav,Malcolm X,bona-fide
12452.wav,Alec Guinness,bona-fide
12453.wav,Donald Trump,bona-fide
12454.wav,Barack Obama,bona-fide
12455.wav,JFK,bona-fide
12456.wav,Winston Churchill,bona-fide
12457.wav,Queen Elizabeth II,bona-fide
12458.wav,Barack Obama,bona-fide
12459.wav,Louis Farrakhan,bona-fide
12460.wav,Richard Nixon,bona-fide
12464.wav,Alec Guinness,bona-fide
12466.wav,Louis Farrakhan,bona-fide
12467.wav,FDR,bona-fide
12468.wav,Winston Churchill,bona-fide
12469.wav,Milton Friedman,bona-fide
12470.wav,Bill Clinton,bona-fide
12471.wav,Donald Trump,bona-fide
12472.wav,Christopher Hitchens,bona-fide
12473.wav,Adam Driver,bona-fide
12474.wav,Donald Trump,bona-fide
12475.wav,Malcolm X,bona-fide
12477.wav,Donald Trump,bona-fide
12478.wav,Bernie Sanders,bona-fide
12479.wav,Barack Obama,bona-fide
12480.wav,Barack Obama,bona-fide
12483.wav,Donald Trump,bona-fide
12485.wav,Bernie Sanders,bona-fide
12489.wav,The Notorious B.I.G.,bona-fide
12490.wav,Richard Nixon,bona-fide
12493.wav,Bernie Sanders,bona-fide
12494.wav,Barack Obama,bona-fide
12495.wav,Alec Guinness,bona-fide
12496.wav,Barack Obama,bona-fide
12497.wav,Nelson Mandela,bona-fide
12501.wav,Boris Johnson,bona-fide
12502.wav,Barack Obama,bona-fide
12503.wav,Barack Obama,bona-fide
12505.wav,Alec Guinness,bona-fide
12506.wav,Ronald Reagan,bona-fide
12509.wav,Alec Guinness,bona-fide
12510.wav,Donald Trump,bona-fide
12514.wav,Ayn Rand,bona-fide
12515.wav,Martin Luther King,bona-fide
12516.wav,Ayn Rand,bona-fide
12517.wav,Donald Trump,bona-fide
12518.wav,Winston Churchill,bona-fide
12519.wav,Donald Trump,bona-fide
12520.wav,Donald Trump,bona-fide
12521.wav,Barack Obama,bona-fide
12523.wav,Donald Trump,bona-fide
12524.wav,The Notorious B.I.G.,bona-fide
12525.wav,Donald Trump,bona-fide
12526.wav,Barack Obama,bona-fide
12527.wav,Bill Clinton,bona-fide
12528.wav,Ayn Rand,bona-fide
12529.wav,Bernie Sanders,bona-fide
12531.wav,Bill Clinton,bona-fide
12533.wav,Christopher Hitchens,bona-fide
12534.wav,Barack Obama,bona-fide
12535.wav,Nick Offerman,bona-fide
12539.wav,Bernie Sanders,bona-fide
12543.wav,Donald Trump,bona-fide
12544.wav,Barack Obama,bona-fide
12548.wav,Mark Zuckerberg,bona-fide
12549.wav,Alec Guinness,bona-fide
12550.wav,George W. Bush,bona-fide
12553.wav,Alec Guinness,bona-fide
12556.wav,Barack Obama,bona-fide
12557.wav,Arnold Schwarzenegger,bona-fide
12561.wav,Barack Obama,bona-fide
12562.wav,Ayn Rand,bona-fide
12563.wav,Bernie Sanders,bona-fide
12564.wav,Christopher Hitchens,bona-fide
12566.wav,Barack Obama,bona-fide
12568.wav,Boris Johnson,bona-fide
12571.wav,Nelson Mandela,bona-fide
12572.wav,Bernie Sanders,bona-fide
12577.wav,Winston Churchill,bona-fide
12578.wav,Louis Farrakhan,bona-fide
12579.wav,Ayn Rand,bona-fide
12580.wav,Alec Guinness,bona-fide
12581.wav,Alec Guinness,bona-fide
12582.wav,Barack Obama,bona-fide
12583.wav,Richard Nixon,bona-fide
12584.wav,Donald Trump,bona-fide
12585.wav,Donald Trump,bona-fide
12587.wav,Bernie Sanders,bona-fide
12588.wav,Donald Trump,bona-fide
12591.wav,George W. Bush,bona-fide
12596.wav,Bernie Sanders,bona-fide
12597.wav,Bernie Sanders,bona-fide
12598.wav,Barack Obama,bona-fide
12599.wav,Barack Obama,bona-fide
12601.wav,Dwight Eisenhower,bona-fide
12602.wav,Arnold Schwarzenegger,bona-fide
12603.wav,Ayn Rand,bona-fide
12605.wav,Barack Obama,bona-fide
12606.wav,Donald Trump,bona-fide
12607.wav,Barack Obama,bona-fide
12608.wav,Ayn Rand,bona-fide
12611.wav,Alec Guinness,bona-fide
12612.wav,JFK,bona-fide
12613.wav,Bernie Sanders,bona-fide
12615.wav,Donald Trump,bona-fide
12616.wav,Barack Obama,bona-fide
12618.wav,Louis Farrakhan,bona-fide
12619.wav,Donald Trump,bona-fide
12620.wav,Donald Trump,bona-fide
12622.wav,Dwight Eisenhower,bona-fide
12623.wav,Bernie Sanders,bona-fide
12624.wav,Richard Nixon,bona-fide
12625.wav,Donald Trump,bona-fide
12626.wav,Alec Guinness,bona-fide
12629.wav,Martin Luther King,bona-fide
12630.wav,Barack Obama,bona-fide
12631.wav,Donald Trump,bona-fide
12632.wav,Barack Obama,bona-fide
12635.wav,Scarlett Johansson,bona-fide
12637.wav,Dwight Eisenhower,bona-fide
12638.wav,John Cleese,bona-fide
12642.wav,Scarlett Johansson,bona-fide
12644.wav,Donald Trump,bona-fide
12648.wav,Kamala Harris,bona-fide
12650.wav,Alec Guinness,bona-fide
12651.wav,Martin Luther King,bona-fide
12653.wav,Bernie Sanders,bona-fide
12655.wav,Alec Guinness,bona-fide
12656.wav,Harry Truman,bona-fide
12659.wav,Lyndon Johnson,bona-fide
12660.wav,Dwight Eisenhower,bona-fide
12662.wav,Bernie Sanders,bona-fide
12663.wav,Bill Clinton,bona-fide
12665.wav,Alec Guinness,bona-fide
12666.wav,Alexandria Ocasio-Cortez,bona-fide
12668.wav,Christopher Hitchens,bona-fide
12672.wav,Arnold Schwarzenegger,bona-fide
12674.wav,Barack Obama,bona-fide
12675.wav,Bill Burr,bona-fide
12678.wav,Barack Obama,bona-fide
12680.wav,Christopher Hitchens,bona-fide
12681.wav,Richard Nixon,bona-fide
12682.wav,Richard Nixon,bona-fide
12683.wav,Ayn Rand,bona-fide
12684.wav,Richard Nixon,bona-fide
12686.wav,Donald Trump,bona-fide
12687.wav,Barack Obama,bona-fide
12688.wav,Donald Trump,bona-fide
12689.wav,Alec Guinness,bona-fide
12690.wav,Barack Obama,bona-fide
12692.wav,Louis Farrakhan,bona-fide
12694.wav,Ayn Rand,bona-fide
12697.wav,Alec Guinness,bona-fide
12698.wav,Christopher Hitchens,bona-fide
12699.wav,Milton Friedman,bona-fide
12700.wav,Barack Obama,bona-fide
12701.wav,Donald Trump,bona-fide
12703.wav,Louis Farrakhan,bona-fide
12705.wav,Bernie Sanders,bona-fide
12706.wav,Ronald Reagan,bona-fide
12707.wav,Barack Obama,bona-fide
12710.wav,Winston Churchill,bona-fide
12711.wav,FDR,bona-fide
12712.wav,Winston Churchill,bona-fide
12713.wav,Donald Trump,bona-fide
12714.wav,Queen Elizabeth II,bona-fide
12715.wav,Ronald Reagan,bona-fide
12716.wav,Nick Offerman,bona-fide
12717.wav,Barack Obama,bona-fide
12718.wav,Mark Zuckerberg,bona-fide
12719.wav,Barack Obama,bona-fide
12721.wav,Alec Guinness,bona-fide
12724.wav,Donald Trump,bona-fide
12725.wav,Milton Friedman,bona-fide
12727.wav,Malcolm X,bona-fide
12728.wav,Donald Trump,bona-fide
12730.wav,Donald Trump,bona-fide
12731.wav,Donald Trump,bona-fide
12732.wav,Mark Zuckerberg,bona-fide
12734.wav,Barack Obama,bona-fide
12736.wav,Richard Nixon,bona-fide
12738.wav,Barack Obama,bona-fide
12739.wav,Donald Trump,bona-fide
12740.wav,Donald Trump,bona-fide
12741.wav,Donald Trump,bona-fide
12742.wav,Ayn Rand,bona-fide
12743.wav,Winston Churchill,bona-fide
12744.wav,Ayn Rand,bona-fide
12745.wav,Donald Trump,bona-fide
12747.wav,2Pac,bona-fide
12750.wav,Winston Churchill,bona-fide
12751.wav,Barack Obama,bona-fide
12753.wav,Ayn Rand,bona-fide
12754.wav,Alexandria Ocasio-Cortez,bona-fide
12756.wav,Barack Obama,bona-fide
12757.wav,Alec Guinness,bona-fide
12758.wav,Winston Churchill,bona-fide
12761.wav,Barack Obama,bona-fide
12762.wav,Donald Trump,bona-fide
12763.wav,Donald Trump,bona-fide
12764.wav,Alec Guinness,bona-fide
12765.wav,Barack Obama,bona-fide
12766.wav,Christopher Hitchens,bona-fide
12767.wav,Richard Nixon,bona-fide
12769.wav,Bernie Sanders,bona-fide
12770.wav,Ayn Rand,bona-fide
12772.wav,Barack Obama,bona-fide
12774.wav,Ronald Reagan,bona-fide
12775.wav,Donald Trump,bona-fide
12776.wav,Gilbert Gottfried,bona-fide
12777.wav,Barack Obama,bona-fide
12778.wav,Mark Zuckerberg,bona-fide
12779.wav,Alec Guinness,bona-fide
12780.wav,Mark Zuckerberg,bona-fide
12781.wav,Nick Offerman,bona-fide
12782.wav,Bill Clinton,bona-fide
12783.wav,Mark Zuckerberg,bona-fide
12784.wav,Alec Guinness,bona-fide
12785.wav,Donald Trump,bona-fide
12787.wav,Nelson Mandela,bona-fide
12788.wav,Donald Trump,bona-fide
12789.wav,Alexandria Ocasio-Cortez,bona-fide
12792.wav,Christopher Hitchens,bona-fide
12793.wav,Bernie Sanders,bona-fide
12794.wav,Ronald Reagan,bona-fide
12798.wav,Calvin Coolidge,bona-fide
12803.wav,Alec Guinness,bona-fide
12805.wav,Lyndon Johnson,bona-fide
12806.wav,Ronald Reagan,bona-fide
12807.wav,Barack Obama,bona-fide
12808.wav,Milton Friedman,bona-fide
12809.wav,Barack Obama,bona-fide
12811.wav,Barack Obama,bona-fide
12813.wav,Alexandria Ocasio-Cortez,bona-fide
12814.wav,Alexandria Ocasio-Cortez,bona-fide
12815.wav,Bill Burr,bona-fide
12817.wav,Barack Obama,bona-fide
12820.wav,Bernie Sanders,bona-fide
12825.wav,Donald Trump,bona-fide
12827.wav,Bill Clinton,bona-fide
12828.wav,Barack Obama,bona-fide
12829.wav,Winston Churchill,bona-fide
12830.wav,Nelson Mandela,bona-fide
12831.wav,Barack Obama,bona-fide
12837.wav,JFK,bona-fide
12839.wav,Barack Obama,bona-fide
12840.wav,Barack Obama,bona-fide
12842.wav,Bill Clinton,bona-fide
12844.wav,Nick Offerman,bona-fide
12845.wav,Bernie Sanders,bona-fide
12846.wav,Donald Trump,bona-fide
12847.wav,Winston Churchill,bona-fide
12850.wav,JFK,bona-fide
12852.wav,Bill Clinton,bona-fide
12854.wav,Donald Trump,bona-fide
12855.wav,Martin Luther King,bona-fide
12858.wav,Donald Trump,bona-fide
12859.wav,Nick Offerman,bona-fide
12860.wav,Ayn Rand,bona-fide
12861.wav,Alec Guinness,bona-fide
12862.wav,Barack Obama,bona-fide
12863.wav,Louis Farrakhan,bona-fide
12864.wav,Alec Guinness,bona-fide
12866.wav,Bill Clinton,bona-fide
12868.wav,Ayn Rand,bona-fide
12869.wav,Christopher Hitchens,bona-fide
12871.wav,Barack Obama,bona-fide
12872.wav,Bernie Sanders,bona-fide
12875.wav,Bill Clinton,bona-fide
12880.wav,Barack Obama,bona-fide
12881.wav,Barack Obama,bona-fide
12882.wav,Donald Trump,bona-fide
12883.wav,Barack Obama,bona-fide
12884.wav,Orson Welles,bona-fide
12885.wav,Barack Obama,bona-fide
12890.wav,Dwight Eisenhower,bona-fide
12891.wav,Barack Obama,bona-fide
12897.wav,Bernie Sanders,bona-fide
12899.wav,Ayn Rand,bona-fide
12900.wav,Martin Luther King,bona-fide
12901.wav,Alec Guinness,bona-fide
12902.wav,Barack Obama,bona-fide
12903.wav,Bernie Sanders,bona-fide
12904.wav,Lyndon Johnson,bona-fide
12908.wav,Winston Churchill,bona-fide
12909.wav,Norm MacDonald,bona-fide
12910.wav,Bernie Sanders,bona-fide
12911.wav,Barack Obama,bona-fide
12912.wav,FDR,bona-fide
12914.wav,Barack Obama,bona-fide
12915.wav,Alec Guinness,bona-fide
12920.wav,Calvin Coolidge,bona-fide
12921.wav,Bernie Sanders,bona-fide
12922.wav,Alec Guinness,bona-fide
12923.wav,Barack Obama,bona-fide
12925.wav,Alec Guinness,bona-fide
12926.wav,Donald Trump,bona-fide
12927.wav,Donald Trump,bona-fide
12928.wav,Bill Clinton,bona-fide
12929.wav,Kanye West,bona-fide
12930.wav,Alec Guinness,bona-fide
12933.wav,Barack Obama,bona-fide
12934.wav,JFK,bona-fide
12936.wav,Gilbert Gottfried,bona-fide
12938.wav,Arnold Schwarzenegger,bona-fide
12939.wav,Mark Zuckerberg,bona-fide
12940.wav,Donald Trump,bona-fide
12942.wav,Gilbert Gottfried,bona-fide
12943.wav,Christopher Hitchens,bona-fide
12944.wav,Donald Trump,bona-fide
12945.wav,Bill Clinton,bona-fide
12948.wav,George W. Bush,bona-fide
12949.wav,Ayn Rand,bona-fide
12951.wav,Bernie Sanders,bona-fide
12954.wav,Barack Obama,bona-fide
12955.wav,Bill Clinton,bona-fide
12956.wav,Boris Johnson,bona-fide
12958.wav,Tucker Carlson,bona-fide
12961.wav,Ronald Reagan,bona-fide
12962.wav,Bernie Sanders,bona-fide
12964.wav,Bernie Sanders,bona-fide
12966.wav,Bernie Sanders,bona-fide
12967.wav,Alec Guinness,bona-fide
12969.wav,Donald Trump,bona-fide
12973.wav,Donald Trump,bona-fide
12974.wav,Bernie Sanders,bona-fide
12975.wav,Donald Trump,bona-fide
12977.wav,Mark Zuckerberg,bona-fide
12978.wav,Ayn Rand,bona-fide
12979.wav,Barack Obama,bona-fide
12980.wav,JFK,bona-fide
12981.wav,Bernie Sanders,bona-fide
12982.wav,Alexandria Ocasio-Cortez,bona-fide
12984.wav,Alec Guinness,bona-fide
12985.wav,Ronald Reagan,bona-fide
12986.wav,Barack Obama,bona-fide
12990.wav,Bernie Sanders,bona-fide
12992.wav,Bernie Sanders,bona-fide
12993.wav,Barack Obama,bona-fide
12994.wav,FDR,bona-fide
12995.wav,Ayn Rand,bona-fide
12996.wav,Barack Obama,bona-fide
13000.wav,George Carlin,bona-fide
13001.wav,Winston Churchill,bona-fide
13003.wav,Donald Trump,bona-fide
13004.wav,Ronald Reagan,bona-fide
13005.wav,Bill Clinton,bona-fide
13007.wav,Winston Churchill,bona-fide
13008.wav,Barack Obama,bona-fide
13009.wav,Richard Nixon,bona-fide
13010.wav,Donald Trump,bona-fide
13011.wav,Bernie Sanders,bona-fide
13012.wav,Dwight Eisenhower,bona-fide
13013.wav,Donald Trump,bona-fide
13014.wav,Donald Trump,bona-fide
13017.wav,George Carlin,bona-fide
13022.wav,Adam Driver,bona-fide
13026.wav,Harry Truman,bona-fide
13028.wav,Ayn Rand,bona-fide
13029.wav,Donald Trump,bona-fide
13032.wav,Bill Burr,bona-fide
13036.wav,Bob Ross,bona-fide
13038.wav,Mark Zuckerberg,bona-fide
13039.wav,Alec Guinness,bona-fide
13040.wav,Donald Trump,bona-fide
13042.wav,Alec Guinness,bona-fide
13043.wav,Ayn Rand,bona-fide
13044.wav,Martin Luther King,bona-fide
13045.wav,Arnold Schwarzenegger,bona-fide
13046.wav,Donald Trump,bona-fide
13049.wav,FDR,bona-fide
13050.wav,Barack Obama,bona-fide
13051.wav,Richard Nixon,bona-fide
13052.wav,Barack Obama,bona-fide
13054.wav,Christopher Hitchens,bona-fide
13055.wav,Barack Obama,bona-fide
13056.wav,Ayn Rand,bona-fide
13059.wav,Boris Johnson,bona-fide
13060.wav,JFK,bona-fide
13061.wav,Barack Obama,bona-fide
13062.wav,Donald Trump,bona-fide
13063.wav,Louis Farrakhan,bona-fide
13065.wav,Alec Guinness,bona-fide
13067.wav,Donald Trump,bona-fide
13070.wav,FDR,bona-fide
13071.wav,Queen Elizabeth II,bona-fide
13073.wav,JFK,bona-fide
13076.wav,Alec Guinness,bona-fide
13079.wav,Bill Burr,bona-fide
13081.wav,Alec Guinness,bona-fide
13082.wav,Barack Obama,bona-fide
13086.wav,Bill Clinton,bona-fide
13087.wav,Barack Obama,bona-fide
13093.wav,Ayn Rand,bona-fide
13096.wav,Barack Obama,bona-fide
13097.wav,Donald Trump,bona-fide
13098.wav,Ayn Rand,bona-fide
13099.wav,Donald Trump,bona-fide
13100.wav,Alec Guinness,bona-fide
13101.wav,Alec Guinness,bona-fide
13103.wav,Ayn Rand,bona-fide
13104.wav,Barack Obama,bona-fide
13105.wav,Winston Churchill,bona-fide
13106.wav,Alec Guinness,bona-fide
13112.wav,Christopher Hitchens,bona-fide
13114.wav,Alec Guinness,bona-fide
13115.wav,Christopher Hitchens,bona-fide
13117.wav,Donald Trump,bona-fide
13119.wav,Christopher Hitchens,bona-fide
13121.wav,Ayn Rand,bona-fide
13122.wav,Donald Trump,bona-fide
13123.wav,Barack Obama,bona-fide
13124.wav,Louis Farrakhan,bona-fide
13125.wav,Donald Trump,bona-fide
13126.wav,Barack Obama,bona-fide
13129.wav,Martin Luther King,bona-fide
13130.wav,Alec Guinness,bona-fide
13131.wav,Alec Guinness,bona-fide
13132.wav,Alexandria Ocasio-Cortez,bona-fide
13133.wav,Donald Trump,bona-fide
13135.wav,Alec Guinness,bona-fide
13136.wav,Dwight Eisenhower,bona-fide
13137.wav,Ayn Rand,bona-fide
13139.wav,Barack Obama,bona-fide
13140.wav,Barack Obama,bona-fide
13143.wav,Donald Trump,bona-fide
13144.wav,Donald Trump,bona-fide
13145.wav,Bernie Sanders,bona-fide
13147.wav,Donald Trump,bona-fide
13148.wav,Kanye West,bona-fide
13149.wav,Bill Clinton,bona-fide
13150.wav,Barack Obama,bona-fide
13151.wav,Barack Obama,bona-fide
13153.wav,Bill Clinton,bona-fide
13154.wav,Bernie Sanders,bona-fide
13155.wav,JFK,bona-fide
13157.wav,Alexandria Ocasio-Cortez,bona-fide
13158.wav,Donald Trump,bona-fide
13159.wav,Barack Obama,bona-fide
13160.wav,Ayn Rand,bona-fide
13162.wav,Nick Offerman,bona-fide
13163.wav,Bernie Sanders,bona-fide
13165.wav,Donald Trump,bona-fide
13166.wav,JFK,bona-fide
13167.wav,Donald Trump,bona-fide
13169.wav,Donald Trump,bona-fide
13170.wav,Christopher Hitchens,bona-fide
13174.wav,Donald Trump,bona-fide
13176.wav,Martin Luther King,bona-fide
13177.wav,Barack Obama,bona-fide
13179.wav,Alec Guinness,bona-fide
13182.wav,Arnold Schwarzenegger,bona-fide
13183.wav,Arnold Schwarzenegger,bona-fide
13184.wav,Christopher Hitchens,bona-fide
13187.wav,Bill Clinton,bona-fide
13190.wav,Barack Obama,bona-fide
13191.wav,Christopher Hitchens,bona-fide
13192.wav,Bill Clinton,bona-fide
13193.wav,Arnold Schwarzenegger,bona-fide
13194.wav,Bernie Sanders,bona-fide
13195.wav,Alec Guinness,bona-fide
13196.wav,Barack Obama,bona-fide
13197.wav,Kamala Harris,bona-fide
13199.wav,Donald Trump,bona-fide
13201.wav,Alexandria Ocasio-Cortez,bona-fide
13202.wav,Milton Friedman,bona-fide
13203.wav,Lyndon Johnson,bona-fide
13205.wav,Alec Guinness,bona-fide
13207.wav,Bill Clinton,bona-fide
13208.wav,Donald Trump,bona-fide
13210.wav,FDR,bona-fide
13211.wav,Alec Guinness,bona-fide
13212.wav,Alec Guinness,bona-fide
13213.wav,Christopher Hitchens,bona-fide
13215.wav,Donald Trump,bona-fide
13217.wav,Barack Obama,bona-fide
13218.wav,Bill Clinton,bona-fide
13219.wav,Bill Clinton,bona-fide
13223.wav,Bill Clinton,bona-fide
13226.wav,Barack Obama,bona-fide
13227.wav,Christopher Hitchens,bona-fide
13228.wav,Donald Trump,bona-fide
13229.wav,Ronald Reagan,bona-fide
13231.wav,Barack Obama,bona-fide
13233.wav,Bernie Sanders,bona-fide
13234.wav,Bernie Sanders,bona-fide
13235.wav,Barack Obama,bona-fide
13236.wav,Winston Churchill,bona-fide
13237.wav,Donald Trump,bona-fide
13238.wav,Barack Obama,bona-fide
13239.wav,Barack Obama,bona-fide
13240.wav,Arnold Schwarzenegger,bona-fide
13242.wav,Ronald Reagan,bona-fide
13243.wav,Christopher Hitchens,bona-fide
13244.wav,Ayn Rand,bona-fide
13248.wav,Donald Trump,bona-fide
13249.wav,Barack Obama,bona-fide
13251.wav,JFK,bona-fide
13253.wav,Martin Luther King,bona-fide
13254.wav,Alexandria Ocasio-Cortez,bona-fide
13255.wav,Bernie Sanders,bona-fide
13256.wav,Barack Obama,bona-fide
13258.wav,Louis Farrakhan,bona-fide
13260.wav,Donald Trump,bona-fide
13266.wav,Martin Luther King,bona-fide
13268.wav,FDR,bona-fide
13270.wav,Milton Friedman,bona-fide
13271.wav,Alec Guinness,bona-fide
13273.wav,George Carlin,bona-fide
13275.wav,Louis Farrakhan,bona-fide
13276.wav,Ayn Rand,bona-fide
13277.wav,Alec Guinness,bona-fide
13278.wav,Bernie Sanders,bona-fide
13284.wav,Alexandria Ocasio-Cortez,bona-fide
13287.wav,Barack Obama,bona-fide
13288.wav,Bill Clinton,bona-fide
13290.wav,Barack Obama,bona-fide
13291.wav,Dwight Eisenhower,bona-fide
13292.wav,Donald Trump,bona-fide
13295.wav,Bernie Sanders,bona-fide
13296.wav,Gilbert Gottfried,bona-fide
13297.wav,Ayn Rand,bona-fide
13298.wav,Bill Clinton,bona-fide
13299.wav,JFK,bona-fide
13301.wav,Ronald Reagan,bona-fide
13304.wav,Bill Clinton,bona-fide
13305.wav,Arnold Schwarzenegger,bona-fide
13306.wav,Bernie Sanders,bona-fide
13307.wav,Christopher Hitchens,bona-fide
13308.wav,Donald Trump,bona-fide
13309.wav,Nick Offerman,bona-fide
13310.wav,Barack Obama,bona-fide
13311.wav,Barack Obama,bona-fide
13312.wav,Calvin Coolidge,bona-fide
13316.wav,Donald Trump,bona-fide
13317.wav,Donald Trump,bona-fide
13320.wav,Barack Obama,bona-fide
13321.wav,Boris Johnson,bona-fide
13322.wav,FDR,bona-fide
13323.wav,Mark Zuckerberg,bona-fide
13324.wav,JFK,bona-fide
13325.wav,Bill Clinton,bona-fide
13326.wav,Alexandria Ocasio-Cortez,bona-fide
13328.wav,Malcolm X,bona-fide
13331.wav,Barack Obama,bona-fide
13333.wav,Donald Trump,bona-fide
13335.wav,Queen Elizabeth II,bona-fide
13336.wav,Barack Obama,bona-fide
13337.wav,Alec Guinness,bona-fide
13338.wav,Donald Trump,bona-fide
13339.wav,Ayn Rand,bona-fide
13341.wav,Bill Clinton,bona-fide
13344.wav,Nick Offerman,bona-fide
13346.wav,Ayn Rand,bona-fide
13348.wav,Donald Trump,bona-fide
13350.wav,Winston Churchill,bona-fide
13351.wav,Alexandria Ocasio-Cortez,bona-fide
13352.wav,Bernie Sanders,bona-fide
13356.wav,Nelson Mandela,bona-fide
13358.wav,Donald Trump,bona-fide
13359.wav,Adam Driver,bona-fide
13360.wav,Norm MacDonald,bona-fide
13362.wav,Donald Trump,bona-fide
13364.wav,Adam Driver,bona-fide
13365.wav,Barack Obama,bona-fide
13368.wav,Kamala Harris,bona-fide
13369.wav,Barack Obama,bona-fide
13370.wav,Barack Obama,bona-fide
13371.wav,Alexandria Ocasio-Cortez,bona-fide
13372.wav,JFK,bona-fide
13373.wav,Bernie Sanders,bona-fide
13374.wav,Winston Churchill,bona-fide
13375.wav,Bernie Sanders,bona-fide
13376.wav,Barack Obama,bona-fide
13378.wav,FDR,bona-fide
13379.wav,Donald Trump,bona-fide
13380.wav,Ronald Reagan,bona-fide
13381.wav,Ayn Rand,bona-fide
13382.wav,FDR,bona-fide
13383.wav,Bill Clinton,bona-fide
13386.wav,Donald Trump,bona-fide
13387.wav,Alec Guinness,bona-fide
13388.wav,Gilbert Gottfried,bona-fide
13389.wav,Christopher Hitchens,bona-fide
13390.wav,Ayn Rand,bona-fide
13391.wav,Louis Farrakhan,bona-fide
13393.wav,Barack Obama,bona-fide
13394.wav,Ayn Rand,bona-fide
13395.wav,Donald Trump,bona-fide
13398.wav,Bill Burr,bona-fide
13399.wav,Barack Obama,bona-fide
13401.wav,Donald Trump,bona-fide
13402.wav,Alan Watts,bona-fide
13403.wav,Ayn Rand,bona-fide
13404.wav,Alec Guinness,bona-fide
13405.wav,JFK,bona-fide
13406.wav,Barack Obama,bona-fide
13409.wav,Donald Trump,bona-fide
13410.wav,Donald Trump,bona-fide
13412.wav,Barack Obama,bona-fide
13414.wav,Barack Obama,bona-fide
13416.wav,Robert Kardashian,bona-fide
13420.wav,Alexandria Ocasio-Cortez,bona-fide
13421.wav,Alexandria Ocasio-Cortez,bona-fide
13422.wav,Winston Churchill,bona-fide
13423.wav,Barack Obama,bona-fide
13424.wav,Martin Luther King,bona-fide
13426.wav,Ayn Rand,bona-fide
13429.wav,FDR,bona-fide
13430.wav,Winston Churchill,bona-fide
13433.wav,Alec Guinness,bona-fide
13435.wav,Christopher Hitchens,bona-fide
13438.wav,Louis Farrakhan,bona-fide
13439.wav,Bernie Sanders,bona-fide
13440.wav,Alexandria Ocasio-Cortez,bona-fide
13441.wav,Bernie Sanders,bona-fide
13443.wav,Bernie Sanders,bona-fide
13444.wav,Christopher Hitchens,bona-fide
13445.wav,Barack Obama,bona-fide
13447.wav,Bernie Sanders,bona-fide
13450.wav,Bernie Sanders,bona-fide
13454.wav,Ayn Rand,bona-fide
13455.wav,Nelson Mandela,bona-fide
13457.wav,Donald Trump,bona-fide
13460.wav,Donald Trump,bona-fide
13461.wav,Martin Luther King,bona-fide
13463.wav,Bernie Sanders,bona-fide
13465.wav,Donald Trump,bona-fide
13466.wav,Bill Clinton,bona-fide
13470.wav,Donald Trump,bona-fide
13471.wav,Barack Obama,bona-fide
13473.wav,Donald Trump,bona-fide
13474.wav,Winston Churchill,bona-fide
13475.wav,Donald Trump,bona-fide
13476.wav,Barack Obama,bona-fide
13477.wav,Ronald Reagan,bona-fide
13478.wav,Bill Clinton,bona-fide
13479.wav,Christopher Hitchens,bona-fide
13480.wav,JFK,bona-fide
13483.wav,Barack Obama,bona-fide
13484.wav,Martin Luther King,bona-fide
13490.wav,Christopher Hitchens,bona-fide
13491.wav,The Notorious B.I.G.,bona-fide
13493.wav,Donald Trump,bona-fide
13494.wav,Ayn Rand,bona-fide
13498.wav,Barack Obama,bona-fide
13500.wav,Donald Trump,bona-fide
13501.wav,Barack Obama,bona-fide
13505.wav,Donald Trump,bona-fide
13506.wav,Malcolm X,bona-fide
13507.wav,Donald Trump,bona-fide
13508.wav,Barack Obama,bona-fide
13511.wav,Ayn Rand,bona-fide
13512.wav,Barack Obama,bona-fide
13514.wav,Alec Guinness,bona-fide
13515.wav,Boris Johnson,bona-fide
13517.wav,JFK,bona-fide
13520.wav,Martin Luther King,bona-fide
13521.wav,Alec Guinness,bona-fide
13522.wav,Donald Trump,bona-fide
13523.wav,Bill Clinton,bona-fide
13524.wav,Bob Ross,bona-fide
13525.wav,Donald Trump,bona-fide
13526.wav,Bernie Sanders,bona-fide
13527.wav,Donald Trump,bona-fide
13528.wav,Alec Guinness,bona-fide
13529.wav,Donald Trump,bona-fide
13530.wav,Bernie Sanders,bona-fide
13531.wav,Bill Clinton,bona-fide
13532.wav,Donald Trump,bona-fide
13533.wav,Bill Clinton,bona-fide
13535.wav,Barack Obama,bona-fide
13536.wav,Alexandria Ocasio-Cortez,bona-fide
13537.wav,Richard Nixon,bona-fide
13538.wav,Ayn Rand,bona-fide
13539.wav,Tucker Carlson,bona-fide
13540.wav,Christopher Hitchens,bona-fide
13541.wav,Alec Guinness,bona-fide
13544.wav,Louis Farrakhan,bona-fide
13548.wav,Donald Trump,bona-fide
13550.wav,Christopher Hitchens,bona-fide
13551.wav,Bill Clinton,bona-fide
13553.wav,Alec Guinness,bona-fide
13554.wav,Winston Churchill,bona-fide
