file,speaker,label
16047.wav,Martin Luther King,spoof
16048.wav,Louis C.K.,spoof
16050.wav,The Notorious B.I.G.,spoof
16052.wav,The Notorious B.I.G.,spoof
16053.wav,Bernie Sanders,spoof
16060.wav,Bill Clinton,spoof
16063.wav,William F. Buckley,spoof
16065.wav,Bill Clinton,spoof
16069.wav,Alan Watts,spoof
16072.wav,Martin Luther King,spoof
16074.wav,Alan Watts,spoof
16075.wav,Christopher Hitchens,spoof
16080.wav,Christopher Hitchens,spoof
16084.wav,Mark Zuckerberg,spoof
16088.wav,Christopher Hitchens,spoof
16093.wav,Queen Elizabeth II,spoof
16094.wav,Ayn Rand,spoof
16096.wav,Ronald Reagan,spoof
16098.wav,JFK,spoof
16100.wav,Bill Clinton,spoof
16101.wav,The Notorious B.I.G.,spoof
16102.wav,Christopher Hitchens,spoof
16104.wav,Nick Offerman,spoof
16105.wav,Bernie Sanders,spoof
16106.wav,Arnold Schwarzenegger,spoof
16109.wav,George Carlin,spoof
16110.wav,Queen Elizabeth II,spoof
16111.wav,Nelson Mandela,spoof
16114.wav,Barack Obama,spoof
16116.wav,Louis Farrakhan,spoof
16117.wav,Alec Guinness,spoof
16118.wav,Christopher Hitchens,spoof
16119.wav,Alan Watts,spoof
16126.wav,Norm MacDonald,spoof
16127.wav,Nelson Mandela,spoof
16129.wav,Frank Sinatra,spoof
16132.wav,Bill Clinton,spoof
16140.wav,Louis Farrakhan,spoof
16145.wav,Bob Ross,spoof
16146.wav,JFK,spoof
16147.wav,Gilbert Gottfried,spoof
16148.wav,Winston Churchill,spoof
16150.wav,Ayn Rand,spoof
16152.wav,Alec Guinness,spoof
16157.wav,Alec Guinness,spoof
16161.wav,Ayn Rand,spoof
16163.wav,Alec Guinness,spoof
16164.wav,JFK,spoof
16168.wav,Nick Offerman,spoof
16172.wav,Bob Ross,spoof
16173.wav,Ronald Reagan,spoof
16176.wav,Bernie Sanders,spoof
16177.wav,Kanye West,spoof
16180.wav,Bob Ross,spoof
16183.wav,Orson Welles,spoof
16184.wav,Ronald Reagan,spoof
16185.wav,2Pac,spoof
16187.wav,Dave Chappelle,spoof
16191.wav,Robert Kardashian,spoof
16192.wav,Alec Guinness,spoof
16193.wav,Bill Clinton,spoof
16194.wav,Ayn Rand,spoof
16196.wav,The Notorious B.I.G.,spoof
16198.wav,Alec Guinness,spoof
16199.wav,Milton Friedman,spoof
16200.wav,Ayn Rand,spoof
16205.wav,Alec Guinness,spoof
16207.wav,Christopher Hitchens,spoof
16208.wav,Bill Clinton,spoof
16209.wav,Martin Luther King,spoof
16211.wav,Christopher Hitchens,spoof
16214.wav,JFK,spoof
16216.wav,Christopher Hitchens,spoof
16217.wav,Milton Friedman,spoof
16218.wav,Barack Obama,spoof
16219.wav,Boris Johnson,spoof
16222.wav,Ayn Rand,spoof
16225.wav,Ayn Rand,spoof
16228.wav,Alec Guinness,spoof
16231.wav,Scarlett Johansson,spoof
16243.wav,Alec Guinness,spoof
16244.wav,Bill Clinton,spoof
16247.wav,Tucker Carlson,spoof
16249.wav,Mark Zuckerberg,spoof
16253.wav,Winston Churchill,spoof
16256.wav,Alan Watts,spoof
16258.wav,Alec Guinness,spoof
16259.wav,Nelson Mandela,spoof
16262.wav,Ayn Rand,spoof
16265.wav,Alec Guinness,spoof
16266.wav,Donald Trump,spoof
16278.wav,Bill Clinton,spoof
16279.wav,Alec Guinness,spoof
16280.wav,Alec Guinness,spoof
16283.wav,Mark Zuckerberg,spoof
16284.wav,Ayn Rand,spoof
16286.wav,Ronald Reagan,spoof
16287.wav,Ayn Rand,spoof
16296.wav,Ayn Rand,spoof
16299.wav,Bill Clinton,spoof
16300.wav,Alec Guinness,spoof
16301.wav,Ronald Reagan,spoof
16304.wav,Alec Guinness,spoof
16310.wav,Bernie Sanders,spoof
16311.wav,Ronald Reagan,spoof
16317.wav,Bernie Sanders,spoof
16318.wav,Alan Watts,spoof
16325.wav,Mark Zuckerberg,spoof
16328.wav,Ronald Reagan,spoof
16331.wav,Ayn Rand,spoof
16334.wav,Bill Clinton,spoof
16336.wav,Martin Luther King,spoof
16337.wav,Louis Farrakhan,spoof
16345.wav,Barack Obama,spoof
16351.wav,Christopher Hitchens,spoof
16353.wav,Bernie Sanders,spoof
16355.wav,Ayn Rand,spoof
16360.wav,FDR,spoof
16361.wav,Nelson Mandela,spoof
16363.wav,Donald Trump,spoof
16364.wav,Ronald Reagan,spoof
16367.wav,Alec Guinness,spoof
16369.wav,Alan Watts,spoof
16371.wav,Alec Guinness,spoof
16372.wav,Alan Watts,spoof
16376.wav,Ayn Rand,spoof
16378.wav,The Notorious B.I.G.,spoof
16380.wav,FDR,spoof
16381.wav,Martin Luther King,spoof
16382.wav,Alec Guinness,spoof
16383.wav,JFK,spoof
16385.wav,Ayn Rand,spoof
16387.wav,Bernie Sanders,spoof
16389.wav,Bill Clinton,spoof
16392.wav,Ronald Reagan,spoof
16394.wav,JFK,spoof
16398.wav,Gilbert Gottfried,spoof
16404.wav,Arnold Schwarzenegger,spoof
16406.wav,JFK,spoof
16407.wav,Alan Watts,spoof
16408.wav,JFK,spoof
16409.wav,Alec Guinness,spoof
16410.wav,Ronald Reagan,spoof
16414.wav,Nelson Mandela,spoof
16415.wav,Mark Zuckerberg,spoof
16417.wav,The Notorious B.I.G.,spoof
16420.wav,Ayn Rand,spoof
16424.wav,Christopher Hitchens,spoof
16426.wav,Christopher Hitchens,spoof
16427.wav,Bill Clinton,spoof
16430.wav,Bernie Sanders,spoof
16431.wav,Bernie Sanders,spoof
16432.wav,Louis C.K.,spoof
16434.wav,Alec Guinness,spoof
16437.wav,Dwight Eisenhower,spoof
16439.wav,Ronald Reagan,spoof
16440.wav,Alec Guinness,spoof
16441.wav,Alec Guinness,spoof
16442.wav,Alec Guinness,spoof
16443.wav,FDR,spoof
16449.wav,Bernie Sanders,spoof
16450.wav,Bernie Sanders,spoof
16451.wav,Barack Obama,spoof
16453.wav,Alec Guinness,spoof
16457.wav,Bill Clinton,spoof
16459.wav,Bernie Sanders,spoof
16460.wav,Alec Guinness,spoof
16461.wav,Winston Churchill,spoof
16462.wav,Queen Elizabeth II,spoof
16467.wav,Scarlett Johansson,spoof
16475.wav,Bernie Sanders,spoof
16479.wav,Bernie Sanders,spoof
16480.wav,Ayn Rand,spoof
16481.wav,Orson Welles,spoof
16482.wav,Ronald Reagan,spoof
16489.wav,Alec Guinness,spoof
16490.wav,Milton Friedman,spoof
16491.wav,Alan Watts,spoof
16494.wav,Donald Trump,spoof
16495.wav,Christopher Hitchens,spoof
16497.wav,Norm MacDonald,spoof
16498.wav,Orson Welles,spoof
16500.wav,Ayn Rand,spoof
16501.wav,Queen Elizabeth II,spoof
16505.wav,Ronald Reagan,spoof
16507.wav,Alec Guinness,spoof
16511.wav,Ayn Rand,spoof
16514.wav,Bernie Sanders,spoof
16517.wav,Alec Guinness,spoof
16518.wav,Bernie Sanders,spoof
16519.wav,Christopher Hitchens,spoof
16520.wav,Mark Zuckerberg,spoof
16527.wav,Alec Guinness,spoof
16528.wav,Arnold Schwarzenegger,spoof
16530.wav,Ayn Rand,spoof
16531.wav,Alec Guinness,spoof
16532.wav,Alec Guinness,spoof
16539.wav,Bernie Sanders,spoof
16545.wav,Nelson Mandela,spoof
16546.wav,Barack Obama,spoof
16551.wav,Ayn Rand,spoof
16552.wav,Ayn Rand,spoof
16553.wav,Milton Friedman,spoof
16555.wav,Orson Welles,spoof
16556.wav,Alec Guinness,spoof
16562.wav,Calvin Coolidge,spoof
16567.wav,Ronald Reagan,spoof
16571.wav,Bernie Sanders,spoof
16572.wav,Bernie Sanders,spoof
16578.wav,Louis Farrakhan,spoof
16579.wav,Ayn Rand,spoof
16580.wav,Christopher Hitchens,spoof
16581.wav,Alexandria Ocasio-Cortez,spoof
16587.wav,Alec Guinness,spoof
16591.wav,Alec Guinness,spoof
16592.wav,Barack Obama,spoof
16599.wav,Alec Guinness,spoof
16607.wav,Ronald Reagan,spoof
16609.wav,Alec Guinness,spoof
16612.wav,Alec Guinness,spoof
16614.wav,Ronald Reagan,spoof
16615.wav,Alec Guinness,spoof
16617.wav,Ayn Rand,spoof
16619.wav,Ronald Reagan,spoof
16621.wav,Mr. Rogers,spoof
16624.wav,Bill Clinton,spoof
16625.wav,Alec Guinness,spoof
16629.wav,Frank Sinatra,spoof
16631.wav,Bernie Sanders,spoof
16632.wav,Christopher Hitchens,spoof
16633.wav,Ronald Reagan,spoof
16634.wav,George Carlin,spoof
16639.wav,Alan Watts,spoof
16640.wav,Donald Trump,spoof
16642.wav,Bill Clinton,spoof
16644.wav,Bill Clinton,spoof
16655.wav,George W. Bush,spoof
16656.wav,Bill Clinton,spoof
16657.wav,Mr. Rogers,spoof
16658.wav,Queen Elizabeth II,spoof
16659.wav,Queen Elizabeth II,spoof
16665.wav,Norm MacDonald,spoof
16669.wav,Alec Guinness,spoof
16673.wav,Alec Guinness,spoof
16675.wav,Ayn Rand,spoof
16679.wav,Mark Zuckerberg,spoof
16683.wav,Scarlett Johansson,spoof
16685.wav,Robert Kardashian,spoof
16688.wav,2Pac,spoof
16690.wav,Mark Zuckerberg,spoof
16691.wav,Donald Trump,spoof
16692.wav,Alexandria Ocasio-Cortez,spoof
16695.wav,Alec Guinness,spoof
16698.wav,Adam Driver,spoof
16699.wav,Christopher Hitchens,spoof
16705.wav,Ronald Reagan,spoof
16706.wav,JFK,spoof
16707.wav,Ayn Rand,spoof
16708.wav,Christopher Hitchens,spoof
16709.wav,Ronald Reagan,spoof
16712.wav,John Cleese,spoof
16713.wav,2Pac,spoof
16717.wav,Bernie Sanders,spoof
16719.wav,Barack Obama,spoof
16720.wav,Ronald Reagan,spoof
16725.wav,Scarlett Johansson,spoof
16726.wav,Bernie Sanders,spoof
16731.wav,Bill Clinton,spoof
16736.wav,Alec Guinness,spoof
16741.wav,Richard Nixon,spoof
16752.wav,Bernie Sanders,spoof
16755.wav,Mark Zuckerberg,spoof
16756.wav,Christopher Hitchens,spoof
16757.wav,Ronald Reagan,spoof
16758.wav,Queen Elizabeth II,spoof
16761.wav,Boris Johnson,spoof
16764.wav,Milton Friedman,spoof
16765.wav,Gilbert Gottfried,spoof
16768.wav,Mark Zuckerberg,spoof
16769.wav,Bernie Sanders,spoof
16773.wav,Boris Johnson,spoof
16778.wav,Alan Watts,spoof
16779.wav,Gilbert Gottfried,spoof
16786.wav,Alec Guinness,spoof
16788.wav,Bernie Sanders,spoof
16791.wav,Christopher Hitchens,spoof
16792.wav,Bill Clinton,spoof
16793.wav,Alec Guinness,spoof
16798.wav,Arnold Schwarzenegger,spoof
16799.wav,Alexandria Ocasio-Cortez,spoof
16802.wav,Nelson Mandela,spoof
16804.wav,Milton Friedman,spoof
16806.wav,Boris Johnson,spoof
16807.wav,Mark Zuckerberg,spoof
16809.wav,Ronald Reagan,spoof
16811.wav,Ayn Rand,spoof
16812.wav,Christopher Hitchens,spoof
16815.wav,Ayn Rand,spoof
16817.wav,Ayn Rand,spoof
16818.wav,Bernie Sanders,spoof
16819.wav,Alec Guinness,spoof
16821.wav,Ronald Reagan,spoof
16822.wav,Alec Guinness,spoof
16826.wav,Milton Friedman,spoof
16830.wav,Bernie Sanders,spoof
16831.wav,Ayn Rand,spoof
16832.wav,Ronald Reagan,spoof
16840.wav,Winston Churchill,spoof
16841.wav,Bernie Sanders,spoof
16842.wav,Christopher Hitchens,spoof
16846.wav,Donald Trump,spoof
16851.wav,Richard Nixon,spoof
16855.wav,Scarlett Johansson,spoof
16856.wav,Alec Guinness,spoof
16857.wav,Alec Guinness,spoof
16859.wav,Bernie Sanders,spoof
16861.wav,Alec Guinness,spoof
16862.wav,Ronald Reagan,spoof
16865.wav,Ayn Rand,spoof
16866.wav,Alec Guinness,spoof
16869.wav,Ronald Reagan,spoof
16870.wav,Christopher Hitchens,spoof
16875.wav,Martin Luther King,spoof
16877.wav,Ronald Reagan,spoof
16878.wav,JFK,spoof
16887.wav,The Notorious B.I.G.,spoof
16892.wav,Ayn Rand,spoof
16894.wav,Milton Friedman,spoof
16895.wav,Barack Obama,spoof
16899.wav,Bernie Sanders,spoof
16900.wav,Alec Guinness,spoof
16902.wav,Nelson Mandela,spoof
16903.wav,Ayn Rand,spoof
16904.wav,Alec Guinness,spoof
16907.wav,Queen Elizabeth II,spoof
16912.wav,Ronald Reagan,spoof
16915.wav,Bernie Sanders,spoof
16916.wav,Queen Elizabeth II,spoof
16917.wav,Bill Clinton,spoof
16925.wav,Ronald Reagan,spoof
16927.wav,Mark Zuckerberg,spoof
16934.wav,Ayn Rand,spoof
16936.wav,Richard Nixon,spoof
16938.wav,Bill Clinton,spoof
16940.wav,Barack Obama,spoof
16941.wav,Alec Guinness,spoof
16943.wav,Bernie Sanders,spoof
16944.wav,Bill Clinton,spoof
16945.wav,George W. Bush,spoof
16946.wav,Bill Burr,spoof
16950.wav,Alec Guinness,spoof
16953.wav,Martin Luther King,spoof
16957.wav,Alec Guinness,spoof
16959.wav,Ayn Rand,spoof
16961.wav,Alec Guinness,spoof
16963.wav,Ayn Rand,spoof
16964.wav,JFK,spoof
16968.wav,Christopher Hitchens,spoof
16972.wav,Ronald Reagan,spoof
16974.wav,Winston Churchill,spoof
16975.wav,Bernie Sanders,spoof
16976.wav,George Carlin,spoof
16977.wav,Donald Trump,spoof
16983.wav,Alec Guinness,spoof
16987.wav,Milton Friedman,spoof
16990.wav,Milton Friedman,spoof
16991.wav,Mr. Rogers,spoof
16992.wav,Ayn Rand,spoof
16995.wav,Queen Elizabeth II,spoof
16996.wav,Alec Guinness,spoof
16999.wav,Alec Guinness,spoof
17003.wav,Richard Nixon,spoof
17004.wav,JFK,spoof
17005.wav,Christopher Hitchens,spoof
17011.wav,Alec Guinness,spoof
17019.wav,Mark Zuckerberg,spoof
17020.wav,Ayn Rand,spoof
17021.wav,Queen Elizabeth II,spoof
17024.wav,Alec Guinness,spoof
17027.wav,Christopher Hitchens,spoof
17029.wav,Alec Guinness,spoof
17031.wav,Bill Clinton,spoof
17034.wav,The Notorious B.I.G.,spoof
17036.wav,Ronald Reagan,spoof
17040.wav,Ronald Reagan,spoof
17042.wav,Bernie Sanders,spoof
17043.wav,Barack Obama,spoof
17046.wav,Ayn Rand,spoof
17047.wav,Bill Burr,spoof
17048.wav,Ayn Rand,spoof
17049.wav,Bernie Sanders,spoof
17051.wav,Bernie Sanders,spoof
17056.wav,Bill Clinton,spoof
17057.wav,Mark Zuckerberg,spoof
17060.wav,Barack Obama,spoof
17062.wav,Ayn Rand,spoof
17066.wav,Ayn Rand,spoof
17071.wav,Christopher Hitchens,spoof
17072.wav,Orson Welles,spoof
17074.wav,Bernie Sanders,spoof
17075.wav,JFK,spoof
17076.wav,Bernie Sanders,spoof
17086.wav,JFK,spoof
17089.wav,Donald Trump,spoof
17090.wav,Queen Elizabeth II,spoof
17091.wav,Christopher Hitchens,spoof
17097.wav,JFK,spoof
17104.wav,Barack Obama,spoof
17105.wav,Ayn Rand,spoof
17106.wav,Ronald Reagan,spoof
17107.wav,Richard Nixon,spoof
17109.wav,Alec Guinness,spoof
17113.wav,Milton Friedman,spoof
17114.wav,Mr. Rogers,spoof
17117.wav,Ronald Reagan,spoof
17120.wav,Bill Clinton,spoof
17122.wav,FDR,spoof
17123.wav,Ayn Rand,spoof
17132.wav,Martin Luther King,spoof
17134.wav,Alec Guinness,spoof
17143.wav,Queen Elizabeth II,spoof
17145.wav,Orson Welles,spoof
17149.wav,Ayn Rand,spoof
17151.wav,Bernie Sanders,spoof
17158.wav,Ayn Rand,spoof
17161.wav,Christopher Hitchens,spoof
17162.wav,Bernie Sanders,spoof
17163.wav,Bernie Sanders,spoof
17165.wav,Ronald Reagan,spoof
17166.wav,Gilbert Gottfried,spoof
17168.wav,Bill Clinton,spoof
17171.wav,Winston Churchill,spoof
17173.wav,JFK,spoof
17174.wav,Winston Churchill,spoof
17175.wav,Bernie Sanders,spoof
17178.wav,Scarlett Johansson,spoof
17181.wav,Nelson Mandela,spoof
17185.wav,Alec Guinness,spoof
17188.wav,Queen Elizabeth II,spoof
17190.wav,Ayn Rand,spoof
17193.wav,Alec Guinness,spoof
17194.wav,Christopher Hitchens,spoof
17196.wav,Bernie Sanders,spoof
17200.wav,Boris Johnson,spoof
17201.wav,Alec Guinness,spoof
17202.wav,2Pac,spoof
17203.wav,Nelson Mandela,spoof
17208.wav,Ayn Rand,spoof
17215.wav,Ayn Rand,spoof
17216.wav,Ronald Reagan,spoof
17217.wav,Ayn Rand,spoof
17218.wav,Richard Nixon,spoof
17219.wav,2Pac,spoof
17220.wav,Barack Obama,spoof
17221.wav,Alan Watts,spoof
17224.wav,Adam Driver,spoof
17225.wav,Alec Guinness,spoof
17231.wav,Milton Friedman,spoof
17232.wav,Lyndon Johnson,spoof
17236.wav,Winston Churchill,spoof
17237.wav,Barack Obama,spoof
17238.wav,Adam Driver,spoof
17239.wav,Bernie Sanders,spoof
17240.wav,Bernie Sanders,spoof
17242.wav,Nelson Mandela,spoof
17248.wav,Queen Elizabeth II,spoof
17249.wav,Christopher Hitchens,spoof
17252.wav,Alec Guinness,spoof
17256.wav,Martin Luther King,spoof
17257.wav,Dwight Eisenhower,spoof
17258.wav,Mark Zuckerberg,spoof
17261.wav,Ronald Reagan,spoof
17265.wav,Robert Kardashian,spoof
17268.wav,Ayn Rand,spoof
17279.wav,Alec Guinness,spoof
17284.wav,Norm MacDonald,spoof
17294.wav,Alan Watts,spoof
17295.wav,Ronald Reagan,spoof
17303.wav,Queen Elizabeth II,spoof
17304.wav,Milton Friedman,spoof
17310.wav,Bernie Sanders,spoof
17312.wav,Queen Elizabeth II,spoof
17314.wav,Christopher Hitchens,spoof
17315.wav,Ronald Reagan,spoof
17316.wav,Bernie Sanders,spoof
17318.wav,Milton Friedman,spoof
17321.wav,Ayn Rand,spoof
17325.wav,Alan Watts,spoof
17327.wav,Nelson Mandela,spoof
17328.wav,Bernie Sanders,spoof
17332.wav,Milton Friedman,spoof
17335.wav,Queen Elizabeth II,spoof
17336.wav,Alec Guinness,spoof
17337.wav,Gilbert Gottfried,spoof
17339.wav,Mark Zuckerberg,spoof
17343.wav,Christopher Hitchens,spoof
17344.wav,Mark Zuckerberg,spoof
17347.wav,Queen Elizabeth II,spoof
17348.wav,Bernie Sanders,spoof
17349.wav,Frank Sinatra,spoof
17351.wav,Ayn Rand,spoof
17353.wav,Bernie Sanders,spoof
17357.wav,The Notorious B.I.G.,spoof
17358.wav,FDR,spoof
17360.wav,Bernie Sanders,spoof
17364.wav,Ayn Rand,spoof
17366.wav,Bernie Sanders,spoof
17369.wav,Bill Clinton,spoof
17370.wav,Bernie Sanders,spoof
17374.wav,Ayn Rand,spoof
17375.wav,Donald Trump,spoof
17378.wav,Alec Guinness,spoof
17381.wav,The Notorious B.I.G.,spoof
17384.wav,2Pac,spoof
17390.wav,Alec Guinness,spoof
17391.wav,Nelson Mandela,spoof
17392.wav,Mr. Rogers,spoof
17397.wav,Milton Friedman,spoof
17398.wav,Alan Watts,spoof
17399.wav,Alan Watts,spoof
17400.wav,Bernie Sanders,spoof
17402.wav,Bernie Sanders,spoof
17405.wav,George W. Bush,spoof
17409.wav,Alec Guinness,spoof
17410.wav,Bernie Sanders,spoof
17411.wav,Bernie Sanders,spoof
17412.wav,Nelson Mandela,spoof
17416.wav,Adam Driver,spoof
17418.wav,Bernie Sanders,spoof
17422.wav,Ronald Reagan,spoof
17423.wav,Ronald Reagan,spoof
17426.wav,Alec Guinness,spoof
17427.wav,Alec Guinness,spoof
17431.wav,Bob Ross,spoof
17436.wav,Alec Guinness,spoof
17437.wav,JFK,spoof
17439.wav,Ayn Rand,spoof
17440.wav,Alec Guinness,spoof
17442.wav,Winston Churchill,spoof
17445.wav,Barack Obama,spoof
17446.wav,Christopher Hitchens,spoof
17448.wav,George W. Bush,spoof
17457.wav,Bill Clinton,spoof
17458.wav,Ayn Rand,spoof
17459.wav,The Notorious B.I.G.,spoof
17460.wav,Alec Guinness,spoof
17466.wav,Ayn Rand,spoof
17467.wav,FDR,spoof
17469.wav,Alec Guinness,spoof
17473.wav,Bill Clinton,spoof
17475.wav,Ayn Rand,spoof
17477.wav,Ayn Rand,spoof
17479.wav,2Pac,spoof
17482.wav,Alec Guinness,spoof
17484.wav,Martin Luther King,spoof
17487.wav,Alec Guinness,spoof
17488.wav,Ayn Rand,spoof
17492.wav,Bernie Sanders,spoof
17494.wav,Bill Clinton,spoof
17497.wav,Bill Clinton,spoof
17499.wav,Nelson Mandela,spoof
17500.wav,Bernie Sanders,spoof
17502.wav,Ronald Reagan,spoof
17505.wav,Bernie Sanders,spoof
17506.wav,Ronald Reagan,spoof
17507.wav,Christopher Hitchens,spoof
17508.wav,Queen Elizabeth II,spoof
17511.wav,Bernie Sanders,spoof
17513.wav,Barack Obama,spoof
17516.wav,Queen Elizabeth II,spoof
17530.wav,Bernie Sanders,spoof
17533.wav,Ronald Reagan,spoof
17535.wav,Ayn Rand,spoof
17536.wav,Bob Ross,spoof
17537.wav,The Notorious B.I.G.,spoof
17539.wav,Queen Elizabeth II,spoof
17540.wav,Christopher Hitchens,spoof
17547.wav,Alec Guinness,spoof
17549.wav,Nelson Mandela,spoof
17550.wav,Bill Clinton,spoof
17551.wav,Kanye West,spoof
17552.wav,Orson Welles,spoof
17553.wav,Arnold Schwarzenegger,spoof
17555.wav,The Notorious B.I.G.,spoof
17557.wav,Mark Zuckerberg,spoof
17561.wav,Ayn Rand,spoof
17562.wav,Bill Clinton,spoof
17564.wav,JFK,spoof
17567.wav,Adam Driver,spoof
17568.wav,Frank Sinatra,spoof
17572.wav,Alec Guinness,spoof
17573.wav,Bill Clinton,spoof
17576.wav,Bernie Sanders,spoof
17580.wav,Ronald Reagan,spoof
17582.wav,Alec Guinness,spoof
17587.wav,Bill Clinton,spoof
17590.wav,Alec Guinness,spoof
17591.wav,Alec Guinness,spoof
17593.wav,Milton Friedman,spoof
17594.wav,Ronald Reagan,spoof
17598.wav,Winston Churchill,spoof
17599.wav,Bernie Sanders,spoof
17602.wav,Orson Welles,spoof
17606.wav,Bernie Sanders,spoof
17609.wav,Martin Luther King,spoof
17613.wav,Gilbert Gottfried,spoof
17614.wav,Christopher Hitchens,spoof
17618.wav,Bernie Sanders,spoof
17619.wav,Ayn Rand,spoof
17620.wav,Alec Guinness,spoof
17621.wav,Winston Churchill,spoof
17622.wav,Ayn Rand,spoof
17623.wav,Milton Friedman,spoof
17624.wav,JFK,spoof
17625.wav,The Notorious B.I.G.,spoof
17627.wav,Bill Clinton,spoof
17628.wav,Bernie Sanders,spoof
17629.wav,Nelson Mandela,spoof
17630.wav,Ayn Rand,spoof
17631.wav,Bernie Sanders,spoof
17632.wav,Bernie Sanders,spoof
17634.wav,Christopher Hitchens,spoof
17638.wav,Ayn Rand,spoof
17639.wav,Alec Guinness,spoof
17646.wav,Christopher Hitchens,spoof
17647.wav,Ayn Rand,spoof
17648.wav,Alec Guinness,spoof
17649.wav,Christopher Hitchens,spoof
17650.wav,Barack Obama,spoof
17653.wav,Christopher Hitchens,spoof
17662.wav,Ayn Rand,spoof
17666.wav,Bernie Sanders,spoof
17668.wav,Bill Clinton,spoof
17669.wav,Alec Guinness,spoof
17671.wav,Alec Guinness,spoof
17676.wav,Ronald Reagan,spoof
17678.wav,Nelson Mandela,spoof
17679.wav,Ayn Rand,spoof
17680.wav,Boris Johnson,spoof
17682.wav,Winston Churchill,spoof
17683.wav,Ayn Rand,spoof
17685.wav,Alec Guinness,spoof
17686.wav,Barack Obama,spoof
17688.wav,Alexandria Ocasio-Cortez,spoof
17692.wav,Alec Guinness,spoof
17693.wav,Martin Luther King,spoof
17696.wav,Ayn Rand,spoof
17702.wav,Donald Trump,spoof
17703.wav,Ayn Rand,spoof
17712.wav,Queen Elizabeth II,spoof
17714.wav,Bill Clinton,spoof
17723.wav,Ronald Reagan,spoof
17725.wav,Ayn Rand,spoof
17727.wav,Bill Clinton,spoof
17728.wav,Alec Guinness,spoof
17730.wav,Alec Guinness,spoof
17732.wav,Bernie Sanders,spoof
17733.wav,The Notorious B.I.G.,spoof
17735.wav,Gilbert Gottfried,spoof
17740.wav,Donald Trump,spoof
17741.wav,Ayn Rand,spoof
17742.wav,Bernie Sanders,spoof
17743.wav,Ayn Rand,spoof
17747.wav,Alec Guinness,spoof
17748.wav,Alec Guinness,spoof
17751.wav,Bernie Sanders,spoof
17754.wav,Alec Guinness,spoof
17757.wav,Malcolm X,spoof
17759.wav,Ayn Rand,spoof
17766.wav,Queen Elizabeth II,spoof
17767.wav,Martin Luther King,spoof
17772.wav,Ronald Reagan,spoof
17774.wav,Robert Kardashian,spoof
17777.wav,Alexandria Ocasio-Cortez,spoof
17778.wav,Bernie Sanders,spoof
17779.wav,Ronald Reagan,spoof
17780.wav,Queen Elizabeth II,spoof
17781.wav,Bernie Sanders,spoof
17785.wav,Bernie Sanders,spoof
17786.wav,Bernie Sanders,spoof
17787.wav,Christopher Hitchens,spoof
17790.wav,Milton Friedman,spoof
17791.wav,Ronald Reagan,spoof
17793.wav,The Notorious B.I.G.,spoof
17794.wav,Alexandria Ocasio-Cortez,spoof
17797.wav,Ronald Reagan,spoof
17798.wav,Donald Trump,spoof
17801.wav,William F. Buckley,spoof
17802.wav,Orson Welles,spoof
17805.wav,Alec Guinness,spoof
17810.wav,Ayn Rand,spoof
17816.wav,Alan Watts,spoof
17819.wav,Bernie Sanders,spoof
17820.wav,Alec Guinness,spoof
17823.wav,Bill Clinton,spoof
17825.wav,Ayn Rand,spoof
17826.wav,Milton Friedman,spoof
17830.wav,Winston Churchill,spoof
17835.wav,Alexandria Ocasio-Cortez,spoof
17836.wav,Jerry Seinfeld,spoof
17839.wav,Ronald Reagan,spoof
17841.wav,Christopher Hitchens,spoof
17842.wav,Bernie Sanders,spoof
17843.wav,Alec Guinness,spoof
17844.wav,Bill Clinton,spoof
17845.wav,Ronald Reagan,spoof
17863.wav,2Pac,spoof
17867.wav,Christopher Hitchens,spoof
17871.wav,The Notorious B.I.G.,spoof
17876.wav,Alec Guinness,spoof
17877.wav,Bernie Sanders,spoof
17878.wav,Bernie Sanders,spoof
17880.wav,Alec Guinness,spoof
17888.wav,Bernie Sanders,spoof
17890.wav,George Carlin,spoof
17891.wav,Alec Guinness,spoof
17894.wav,Alec Guinness,spoof
17895.wav,Bill Clinton,spoof
17899.wav,Nelson Mandela,spoof
17900.wav,Milton Friedman,spoof
17903.wav,Alec Guinness,spoof
17907.wav,The Notorious B.I.G.,spoof
17909.wav,Ayn Rand,spoof
17910.wav,Queen Elizabeth II,spoof
17915.wav,Bill Clinton,spoof
17916.wav,Bernie Sanders,spoof
17917.wav,Louis C.K.,spoof
17919.wav,Bill Clinton,spoof
17922.wav,Alec Guinness,spoof
17923.wav,Orson Welles,spoof
17927.wav,Bernie Sanders,spoof
17928.wav,Malcolm X,spoof
17930.wav,Queen Elizabeth II,spoof
17935.wav,JFK,spoof
17936.wav,Bernie Sanders,spoof
17938.wav,Alan Watts,spoof
17940.wav,Bernie Sanders,spoof
17950.wav,Donald Trump,spoof
17954.wav,Barack Obama,spoof
17964.wav,JFK,spoof
17965.wav,Alec Guinness,spoof
17968.wav,Alec Guinness,spoof
17969.wav,Ayn Rand,spoof
17975.wav,Alexandria Ocasio-Cortez,spoof
17979.wav,Arnold Schwarzenegger,spoof
17980.wav,George Carlin,spoof
17981.wav,Ayn Rand,spoof
17991.wav,Bernie Sanders,spoof
17997.wav,Ayn Rand,spoof
18001.wav,Bill Clinton,spoof
18002.wav,Boris Johnson,spoof
18004.wav,Alec Guinness,spoof
18005.wav,Bernie Sanders,spoof
18007.wav,Bernie Sanders,spoof
18013.wav,Norm MacDonald,spoof
